date,temp_avg,temp_min,temp_max,precipitation,wdir,wind_speed,pressure,fire_occurred,emotion,emotion_score
2014-01-01,13.1,7.8,18.3,0.3,292,2.3,1019,0,neutral,0
2014-01-02,15.7,9.4,25,0,292,1.9,1017.4,0,neutral,0
2014-01-03,12.8,8.3,18.3,0,292,2.7,1015.3,0,neutral,0
2014-01-04,14.1,10,20.6,0,292,2.5,1015.2,0,neutral,0
2014-01-05,15.3,8.3,25,0.3,292,1.3,1019,0,neutral,0
2014-01-06,16.7,11.1,24.4,0,292,1.6,1020.8,0,neutral,0
2014-01-07,14.7,10,20,0,292,1.2,1018.9,0,neutral,0
2014-01-08,13.4,10.6,17.8,0,292,2.8,1018.2,0,neutral,0
2014-01-09,13.4,10.6,16,0,292,3.6,1017.6,0,neutral,0
2014-01-10,13.7,8.9,18.9,0.3,292,2.6,1018.4,0,neutral,0
2014-01-11,14.1,8.9,20,0,292,3.7,1019.3,0,neutral,0
2014-01-12,14.9,10.6,20.6,0.3,292,2.8,1018.8,0,neutral,0
2014-01-13,17.3,8.9,27.2,0,292,0.7,1024,0,neutral,0
2014-01-14,17.5,10,26.1,0,292,3.5,1024.2,0,neutral,0
2014-01-15,18.3,10,28.3,0,292,1.7,1021.5,0,neutral,0
2014-01-16,17.7,10.6,28.9,0,292,1.8,1018.7,1,neutral,0
2014-01-17,18.7,11.1,29.4,0,292,3.1,1018.2,0,neutral,0
2014-01-18,17.1,10,27.8,0,292,1.9,1017.4,0,neutral,0
2014-01-19,15.2,8.9,24.4,0,292,1.9,1018.3,0,neutral,0
2014-01-20,14.8,8.3,25,0,292,2.7,1019.9,0,neutral,0
2014-01-21,16.6,10.6,23.9,0,292,2,1019.5,0,neutral,0
2014-01-22,16.2,13.3,22.2,0,292,4,1014.8,0,neutral,0
2014-01-23,14.9,10.6,20.6,0,292,3.9,1014.7,0,neutral,0
2014-01-24,16.6,13.3,21.7,0,292,2.3,1021.5,0,neutral,0
2014-01-25,17.4,14.4,23.3,0,292,3.6,1021.3,0,neutral,0
2014-01-26,14.9,11.7,18.9,0,292,4,1019,0,neutral,0
2014-01-27,15.2,11.7,18.9,0,292,5.4,1017.9,0,neutral,0
2014-01-28,14,10,18.3,0,292,3.3,1018.7,0,neutral,0
2014-01-29,13.9,11.7,17.8,0.3,292,3.5,1016.7,0,neutral,0
2014-01-30,15,13.9,16.1,0.3,292,7.8,1013.4,0,neutral,0
2014-01-31,14.8,13.3,16.7,0,292,10.8,1013.6,0,neutral,0
2014-02-01,14.3,11.1,19.4,0,335,7.2,1016.2,0,neutral,0
2014-02-02,11.7,8.3,16.1,2.6,335,7.6,1017.1,0,neutral,0
2014-02-03,12.4,8.9,15.6,0.3,335,8.9,1013.8,0,neutral,0
2014-02-04,12.5,8.9,16.1,0,16,4.4,1017,0,neutral,0
2014-02-05,13.3,10,16.1,0,16,5.1,1018.4,0,neutral,0
2014-02-06,12.9,11.7,15,3.6,16,6.1,1016.9,0,neutral,0
2014-02-07,13.3,10,16.1,0.3,16,4.8,1020.5,0,neutral,0
2014-02-08,14.4,12.2,17.2,0,16,6.3,1023.7,0,neutral,0
2014-02-09,15.3,13.9,18.3,0,16,5,1021.7,0,neutral,0
2014-02-10,15.6,12.8,19.4,0,16,5.7,1018.8,0,neutral,0
2014-02-11,14.5,11.7,19.4,0,16,3.2,1018,0,neutral,0
2014-02-12,16.9,11.1,25,0.3,16,3.5,1018.8,0,neutral,0
2014-02-13,16.5,11.7,23.3,0,16,3.8,1016.9,0,neutral,0
2014-02-14,16.4,10.6,23.3,0,16,3.2,1016.2,0,neutral,0
2014-02-15,16.3,11.1,23.9,0,16,3.1,1015.4,0,neutral,0
2014-02-16,16.1,13,21.7,0,16,3.8,1016.4,0,neutral,0
2014-02-17,14.2,11.1,17.8,0.3,16,5.3,1017.3,0,neutral,0
2014-02-18,14.8,12.8,17.8,0,16,6.9,1016.9,0,neutral,0
2014-02-19,14.6,12.2,17.2,0,16,7,1014.7,0,neutral,0
2014-02-20,17.6,11.1,26.7,0,16,3.9,1015.1,0,neutral,0
2014-02-21,17.8,14.4,24.4,0,16,4.2,1013.8,0,neutral,0
2014-02-22,15.4,11.1,22.2,0,16,3.9,1012.7,0,neutral,0
2014-02-23,14.4,9.4,20.6,0,16,4.4,1014.5,0,neutral,0
2014-02-24,15.4,12.2,19.4,0,16,4.9,1015.3,0,neutral,0
2014-02-25,15.9,13,19.4,0,16,5.9,1016.4,0,neutral,0
2014-02-26,16.2,14.4,18.3,0,16,6.4,1017.4,0,neutral,0
2014-02-27,16.8,13.3,20.6,16.7,16,7.9,1014,0,neutral,0
2014-02-28,15.3,13.9,17.2,36.7,161,14.9,1006.2,0,neutral,0
2014-03-01,13.7,12.2,16.7,8.9,132,9.3,1010.2,0,neutral,0
2014-03-02,14.1,12.2,17.8,0.6,132,5,1019.2,0,neutral,0
2014-03-03,14.8,11.7,18.9,0.3,132,6.7,1018.9,0,neutral,0
2014-03-04,15.8,13.3,19.4,0,132,6.3,1016.7,0,neutral,0
2014-03-05,16.1,13.3,19.4,0,132,6.4,1017.5,0,neutral,0
2014-03-06,17.1,14.4,20,0,132,6.4,1016.6,0,neutral,0
2014-03-07,17,13.9,21.1,0,132,5.1,1014.5,0,neutral,0
2014-03-08,18.8,11.7,25.6,0,132,5,1017.5,0,neutral,0
2014-03-09,22.2,15.6,29.4,0,132,7,1019.4,0,neutral,0
2014-03-10,18.8,14.4,25,0,132,5.3,1016.9,0,neutral,0
2014-03-11,17.8,13.9,25,0,132,2.3,1014.7,0,neutral,0
2014-03-12,17.7,12.8,26.1,0,132,5.6,1015,0,neutral,0
2014-03-13,16.8,15,19.4,0,132,6.8,1014.6,0,neutral,0
2014-03-14,15.9,12.2,20,0,132,4,1018,0,neutral,0
2014-03-15,18.1,13.3,23.9,0,132,4.3,1021.1,0,neutral,0
2014-03-16,20.9,13.3,31.1,0,132,5.6,1021.3,0,neutral,0
2014-03-17,17.6,13.9,21.7,0,132,9.7,1012.9,0,neutral,0
2014-03-18,17.4,14.4,22.2,0,132,8.3,1010.7,0,neutral,0
2014-03-19,17.2,13.3,22.8,0,132,5.5,1016,0,neutral,0
2014-03-20,16.2,13.9,20,0,132,7,1015.8,0,neutral,0
2014-03-21,15.9,13.9,18.3,0,132,5.9,1015.3,0,neutral,0
2014-03-22,15.6,14.4,17.8,0,132,7.5,1017.7,0,neutral,0
2014-03-23,15,11.7,18.3,0,132,6.1,1019,0,neutral,0
2014-03-24,15.6,14.4,17.8,0,132,6.1,1018.4,0,neutral,0
2014-03-25,15.6,14.4,17.2,0,267,7.9,1015.2,0,neutral,0
2014-03-26,15.6,13.9,18.3,0.5,264,20.1,1013.8,0,neutral,0
2014-03-27,15.4,11.7,18.3,0,264,10.4,1016.7,0,neutral,0
2014-03-28,15.9,12.8,19.4,0,264,7.8,1020.1,0,neutral,0
2014-03-29,16.4,12.8,21.7,0,264,8.8,1017.9,0,neutral,0
2014-03-30,16.5,13.3,20,0,276,15,1016.1,0,neutral,0
2014-03-31,14.4,11.7,17.8,0,233,11.9,1016.5,0,neutral,0
2014-04-01,14.1,11.7,16.7,0.8,266,17.3,1015.3,0,alert,0.7638
2014-04-02,13.2,10,16.7,3.1,266,15.1,1015.9,0,neutral,0
2014-04-03,13.9,10,18.3,0,266,7.1,1019,0,neutral,0
2014-04-04,14.3,11.7,17.2,0,266,8.7,1016,0,neutral,0
2014-04-05,15.4,12.2,18.9,0,139,8.8,1015.2,0,neutral,0
2014-04-06,17.7,12.2,22.2,0,139,6.9,1017.7,0,neutral,0
2014-04-07,20.2,13.9,25.6,0,139,6.3,1018,0,neutral,0
2014-04-08,20.9,14.4,29.4,0,139,5.4,1017.7,0,neutral,0
2014-04-09,18.8,13.9,27.8,0,139,5.9,1015.7,0,neutral,0
2014-04-10,15.1,11.1,21.7,0,139,6.3,1014.5,0,neutral,0
2014-04-11,16.4,13.3,21.7,0,139,9.1,1012.7,0,neutral,0
2014-04-12,15.3,13.9,17.2,0,247,9.4,1013.4,0,neutral,0
2014-04-13,15.3,13.9,17.8,0,259,8.6,1015.6,0,neutral,0
2014-04-14,16.9,12.8,21.7,0,259,7,1016.8,0,neutral,0
2014-04-15,15.4,13,18.3,0,259,9.1,1013.6,0,neutral,0
2014-04-16,16.4,14.4,19.4,0,259,9,1010.7,0,neutral,0
2014-04-17,17,15,20,0,157,9.7,1011.8,0,neutral,0
2014-04-18,17.9,16.1,21.1,0,157,9.3,1012.5,0,neutral,0
2014-04-19,17,13.9,20,0,157,8.9,1015.3,0,neutral,0
2014-04-20,17.6,15,20.6,0,157,6.3,1017.2,0,neutral,0
2014-04-21,17,14.4,21.1,0,157,7.6,1016.4,0,neutral,0
2014-04-22,16.9,15,20,0,157,10.8,1014.1,0,neutral,0
2014-04-23,17.2,13.9,21.1,0,254,7.8,1013.8,0,neutral,0
2014-04-24,18.1,13.9,23.3,0,254,7.2,1013.9,0,neutral,0
2014-04-25,17,13.9,20,2.6,150,11.9,1012,0,neutral,0
2014-04-26,15.1,12.2,18.9,0.5,272,19.9,1011.7,0,neutral,0
2014-04-27,15.8,12.2,18.9,0,263,9.2,1015.5,0,neutral,0
2014-04-28,17.8,13.9,22.2,0,175,7.8,1014.8,0,neutral,0
2014-04-29,24.2,15,31.7,0,175,6.4,1015.8,0,neutral,0
2014-04-30,24.9,17.2,31.7,0,175,6.9,1015.2,0,alert,0.7813
2014-05-01,24.4,17.8,31.7,0,175,8,1015.5,0,alert,0.7785
2014-05-02,24.6,18.3,33.9,0,229,6.2,1013.9,0,neutral,0
2014-05-03,22.2,17.8,28.3,0,229,7.9,1012.5,0,neutral,0
2014-05-04,18.6,15,23.9,0,229,8.3,1013.9,0,neutral,0
2014-05-05,17.3,15,20.6,0,229,12.2,1014.8,0,neutral,0
2014-05-06,16.2,13.3,19.4,0,267,17.4,1011,0,neutral,0
2014-05-07,16,13.9,18.9,0,203,10.5,1013.8,0,neutral,0
2014-05-08,16.6,13.9,19.4,0,203,9.9,1017,0,neutral,0
2014-05-09,17.1,13.9,20,0,203,6.3,1016.9,0,neutral,0
2014-05-10,17.8,15.6,20.6,0,203,6.9,1012.4,0,neutral,0
2014-05-11,21,16.1,27.2,0,306,12.8,1012,0,neutral,0
2014-05-12,23.5,15.6,31.7,0,306,6.8,1015,0,neutral,0
2014-05-13,26.2,18.9,33.3,0,306,8.6,1016.8,0,neutral,0
2014-05-14,27.4,18.9,36.1,0,306,7.4,1015.9,0,neutral,0
2014-05-15,28.6,21.1,36.7,0,306,7,1014.9,0,neutral,0
2014-05-16,24.9,20,31.1,0,306,7.3,1013.6,0,neutral,0
2014-05-17,20.7,17.8,25.6,0,306,7.3,1011.8,0,neutral,0
2014-05-18,19.4,17.2,21.7,0,306,8.1,1011.4,0,neutral,0
2014-05-19,19,16.7,22.2,0,306,12.4,1013,0,neutral,0
2014-05-20,17.3,15.6,20,0,264,16.1,1014.7,0,neutral,0
2014-05-21,17.5,15,20.6,0,215,11.3,1014.6,0,neutral,0
2014-05-22,17.5,15.6,20,0,215,7.2,1014.9,0,neutral,0
2014-05-23,18,16.7,20.6,0,257,11.8,1016,0,neutral,0
2014-05-24,18.1,16.7,20,0,257,5.1,1015.5,0,neutral,0
2014-05-25,19.1,17.8,22.2,0,258,9.7,1013.8,0,neutral,0
2014-05-26,20,17.2,23.3,0,258,8,1014,0,neutral,0
2014-05-27,20,17.8,23.3,0,258,9.3,1014.3,0,neutral,0
2014-05-28,20.3,18.3,23.3,0,258,6.9,1012,0,neutral,0
2014-05-29,20.1,17.8,23.9,0,207,11.4,1012.2,0,neutral,0
2014-05-30,20,16.7,24.4,0,207,8.2,1011.5,0,neutral,0
2014-05-31,20,16.7,23.9,0,207,7.9,1011.9,0,neutral,0
2014-06-01,19.3,16.1,22.8,0,207,7.8,1011.3,0,neutral,0
2014-06-02,18.1,15.6,21.1,0,250,11.5,1011.6,0,neutral,0
2014-06-03,19.1,15,23.3,0,250,8.1,1011.5,0,neutral,0
2014-06-04,18.9,15.6,22.2,0,250,9.4,1010.5,0,neutral,0
2014-06-05,18.8,16.1,22.2,0,249,9.8,1010.2,0,neutral,0
2014-06-06,18.1,16.1,21.1,0,252,11,1010.2,0,neutral,0
2014-06-07,18.1,16.1,21.7,0,265,8.3,1009.8,0,neutral,0
2014-06-08,18.8,16.7,22.2,0,265,8.1,1009.2,0,neutral,0
2014-06-09,18,15.6,22.2,0,265,6.7,1009,0,neutral,0
2014-06-10,19.2,17.8,21.7,0,238,8.1,1009.9,0,neutral,0
2014-06-11,19.5,17.8,22.2,0,255,11.2,1012.3,0,neutral,0
2014-06-12,19.1,17.2,21.7,0,265,11,1013.8,0,neutral,0
2014-06-13,18.8,16.7,21.1,0,265,10,1013.4,0,neutral,0
2014-06-14,19,16.7,22.2,0,240,10.3,1011.5,0,neutral,0
2014-06-15,19.3,16.7,22.8,0,227,8.1,1011,0,neutral,0
2014-06-16,19.1,17.2,22.2,0,227,9.8,1012.3,0,neutral,0
2014-06-17,19,16.7,23.3,0,227,9.4,1012.9,0,neutral,0
2014-06-18,19.3,16.1,23.3,0,227,8.2,1013.2,0,neutral,0
2014-06-19,19.7,16.7,23.3,0,262,9.5,1013.5,0,neutral,0
2014-06-20,20.7,17.2,24.4,0,262,6.8,1012.5,0,neutral,0
2014-06-21,21.1,18.3,26.1,0,262,7.1,1011.4,0,neutral,0
2014-06-22,20.6,18.3,23.3,0,215,10.4,1012.4,0,neutral,0
2014-06-23,20.8,18.3,24.4,0,215,8.8,1013,0,neutral,0
2014-06-24,20.5,18.3,23.9,0,215,8.7,1013.4,0,neutral,0
2014-06-25,20.6,18.3,23.3,0,215,7,1012.1,0,neutral,0
2014-06-26,21.1,19.4,25,0,215,7.6,1011.9,0,neutral,0
2014-06-27,22.1,19.4,25.6,0,215,9.1,1010.8,0,neutral,0
2014-06-28,21.6,19.4,25.6,0,215,8.2,1010.6,0,neutral,0
2014-06-29,21.6,19.4,25,0,215,9,1011.3,0,neutral,0
2014-06-30,21.1,18.9,24.4,0,212,9.6,1011.7,0,alert,0.6839
2014-07-01,20.8,18.9,23.9,0,266,9.7,1010.9,0,neutral,0
2014-07-02,20.9,18.3,23.9,0,266,9.4,1011.6,0,neutral,0
2014-07-03,21.6,18.9,26.1,0,266,9.2,1012.3,0,neutral,0
2014-07-04,22.4,19.4,27.8,0,266,6.1,1014.4,0,neutral,0
2014-07-05,23.9,21.1,27.8,0,266,8.3,1016.3,0,neutral,0
2014-07-06,23.5,20.6,27.8,0,263,9.6,1014.9,0,neutral,0
2014-07-07,22.8,20,27.2,0,263,9.3,1012.4,0,neutral,0
2014-07-08,22.2,20,25.6,0,263,9,1013.1,0,neutral,0
2014-07-09,22,20,25,0,263,9.7,1013.8,0,neutral,0
2014-07-10,21.8,19.4,25,0,259,10.5,1013.8,0,neutral,0
2014-07-11,21.2,19.4,23.9,0,247,11.9,1015.1,0,neutral,0
2014-07-12,21.6,19.4,24.4,0,247,9.1,1014.8,0,neutral,0
2014-07-13,22.4,19.4,25,0,247,8.6,1012.5,0,neutral,0
2014-07-14,22.1,20.6,24.4,0,247,6.9,1014.3,0,neutral,0
2014-07-15,22,20.6,24.4,0,247,9.4,1016.3,0,neutral,0
2014-07-16,21.6,19.4,24.4,0,274,9.9,1016.4,0,neutral,0
2014-07-17,21.6,19.4,24.4,0,264,12.2,1016.2,0,neutral,0
2014-07-18,20.9,18.9,23.9,0,251,11.9,1015.4,0,neutral,0
2014-07-19,20.6,19.4,22.8,0,261,7.7,1014.4,0,neutral,0
2014-07-20,21.5,19.4,25,0,261,7.9,1015.1,0,neutral,0
2014-07-21,21.5,18.9,24.4,0,245,13.3,1016.5,0,neutral,0
2014-07-22,22.4,18.9,26.7,0,245,9.9,1016.5,0,neutral,0
2014-07-23,23.2,18.9,27.8,0,245,9.7,1014.3,0,neutral,0
2014-07-24,24,19.4,30,0,245,8.2,1009.9,0,neutral,0
2014-07-25,23.6,21.7,28.9,0,202,7.8,1011.8,0,neutral,0
2014-07-26,21.8,18.9,25.6,0,256,9.3,1014,0,neutral,0
2014-07-27,22.1,19.4,26.1,0,268,8.8,1014.9,0,neutral,0
2014-07-28,23.5,20.6,30,0,259,10.2,1016.7,0,neutral,0
2014-07-29,22.8,19.4,27.8,0,259,8.3,1015.7,0,neutral,0
2014-07-30,23.2,20.6,27.8,0,259,6.2,1013.7,0,neutral,0
2014-07-31,22.4,20,26.7,0,259,9.8,1012.6,0,alert,0.6729
2014-08-01,22.1,19.4,25.6,0,259,8.9,1012.5,0,neutral,0
2014-08-02,22.4,18.9,27.8,0.3,259,7.2,1013,0,neutral,0
2014-08-03,23.1,21.7,26.1,0.5,259,7.6,1012.7,0,neutral,0
2014-08-04,22.7,19.4,26.7,0,259,9.2,1014.6,0,neutral,0
2014-08-05,20.4,17.8,23.9,0,254,10.7,1016.1,0,neutral,0
2014-08-06,20.1,17.8,22.8,0,249,11.9,1016.5,0,neutral,0
2014-08-07,21,18.9,24.4,0,249,9.2,1014.5,0,neutral,0
2014-08-08,21.4,19.4,24.4,0,249,8.4,1013.3,0,neutral,0
2014-08-09,21.7,19.4,25,0,249,8.2,1014.1,0,neutral,0
2014-08-10,22.3,19.4,26.1,0,249,8.4,1014.3,0,neutral,0
2014-08-11,21.5,18.9,25.6,0,259,10.3,1013.8,0,neutral,0
2014-08-12,21.8,19.4,25,0,260,10.2,1014.1,0,neutral,0
2014-08-13,21.4,20,24.4,0,261,9.4,1014.4,0,neutral,0
2014-08-14,21.6,19.4,25.6,0,261,7.6,1014,0,neutral,0
2014-08-15,21.7,17.8,26.7,0,267,9.4,1014.4,0,neutral,0
2014-08-16,22.9,19.4,27.2,0,267,10,1014.8,0,neutral,0
2014-08-17,22.9,20,27.2,0,235,8.6,1013.1,0,neutral,0
2014-08-18,22.2,19.4,26.7,0,235,7.3,1010.5,0,neutral,0
2014-08-19,22.2,20.6,25.6,0,177,10.4,1011.4,0,neutral,0
2014-08-20,22.4,20.6,25.6,0,177,10.4,1012.6,0,neutral,0
2014-08-21,21.7,19.4,24.4,0,263,10.6,1013.5,0,neutral,0
2014-08-22,21.9,20,25,0,266,8.1,1014,0,neutral,0
2014-08-23,22,20,25.6,0,266,8.4,1013.3,0,neutral,0
2014-08-24,21.7,19.4,25,0,266,8.3,1011.7,0,neutral,0
2014-08-25,20.9,19.4,23.3,0,251,8.7,1012.5,0,neutral,0
2014-08-26,22,18.9,26.1,0,251,8.6,1014.4,0,neutral,0
2014-08-27,24.4,20,30,0,251,7.4,1015.9,0,neutral,0
2014-08-28,25.4,21.1,30,0,251,9.1,1014.1,0,neutral,0
2014-08-29,22.6,20,27.2,0,251,8.2,1010.9,0,neutral,0
2014-08-30,23,19.4,27.2,0,251,5.8,1009,0,alert,0.7346
2014-08-31,23.8,21.1,27.8,0,251,8.1,1009,0,alert,0.4943
2014-09-01,23.7,21.7,27.2,0,251,7.8,1009.3,0,alert,0.6074
2014-09-02,22.9,20.6,26.1,0,257,8.6,1009.7,0,neutral,0
2014-09-03,22.6,20.6,25,0,257,9.3,1008.1,0,neutral,0
2014-09-04,22,20.6,25,0,266,8.8,1007.9,0,neutral,0
2014-09-05,22,20,25,0,266,10.7,1010.7,0,neutral,0
2014-09-06,22.8,19.4,26.7,0,266,7.3,1011.3,0,neutral,0
2014-09-07,24.4,20.6,30,0,266,8.6,1008.8,0,neutral,0
2014-09-08,25,22.8,30,0.3,266,6.8,1010.4,0,neutral,0
2014-09-09,24.3,21.1,30,0,266,8.3,1012.1,0,neutral,0
2014-09-10,23.2,19.4,27.8,0,266,7.4,1011.5,0,neutral,0
2014-09-11,24.4,21.1,28.9,0,266,7.5,1010.3,0,neutral,0
2014-09-12,24.1,21.1,28.9,0,266,9.3,1009.1,0,neutral,0
2014-09-13,24.6,21.1,30.6,0,266,7.3,1007.3,0,neutral,0
2014-09-14,26.1,22.2,32.8,0,266,6,1006.5,0,neutral,0
2014-09-15,27.3,23.3,32.2,0,266,8.1,1007.9,0,neutral,0
2014-09-16,27.9,24.4,34.4,0,266,8.3,1007,0,neutral,0
2014-09-17,26.6,22.2,31.7,0,266,11,1006.7,0,neutral,0
2014-09-18,22.2,19.4,25.6,0,266,12.4,1010.1,0,neutral,0
2014-09-19,22.3,20,26.1,0,259,9.3,1011.4,0,neutral,0
2014-09-20,21.9,20,25,0,259,6.2,1012.9,0,neutral,0
2014-09-21,21.6,19.4,25,0,259,7.8,1014.1,0,neutral,0
2014-09-22,21.3,18.3,24.4,0,259,7,1014.1,0,neutral,0
2014-09-23,21.6,18.3,25.6,0,259,7.4,1013.6,0,neutral,0
2014-09-24,22.6,18.3,28.3,0,259,7,1012.1,0,neutral,0
2014-09-25,23.2,20.6,27.8,0,259,9.3,1012,0,neutral,0
2014-09-26,21.9,19.4,25,0,259,8.5,1011.3,0,neutral,0
2014-09-27,20.7,18.3,23.3,0,259,9.4,1010.9,0,neutral,0
2014-09-28,20.7,18.3,24.4,0,179,8.6,1012.1,0,neutral,0
2014-09-29,20.7,17.2,24.4,0,179,7.3,1012.5,0,neutral,0
2014-09-30,22.1,18.3,27.2,0,179,7,1009.8,0,alert,0.5685
2014-10-01,21.4,18.9,25.6,0,179,7.1,1009.1,0,alert,0.7455
2014-10-02,25.9,18.3,37.2,0,179,4.7,1012.9,0,neutral,0
2014-10-03,26.7,20,36.7,0,179,6.8,1014.8,0,neutral,0
2014-10-04,26.2,18.9,34.4,0,179,4.5,1012.5,0,neutral,0
2014-10-05,24.4,18.9,32.2,0,179,6.1,1011.9,0,neutral,0
2014-10-06,23.4,19.4,30.6,0,179,5.3,1011.6,0,neutral,0
2014-10-07,23.4,18.9,32.2,0,179,4.6,1011.2,0,neutral,0
2014-10-08,22,18.9,26.1,0,179,6.3,1010.4,0,neutral,0
2014-10-09,21.9,20,25,0,243,8.5,1013,0,neutral,0
2014-10-10,21.6,20,23.9,0,243,7,1014.3,0,neutral,0
2014-10-11,21.5,19.4,25,0,243,5.9,1013.7,0,neutral,0
2014-10-12,21.6,20.6,25.6,0,243,6.4,1012.2,0,neutral,0
2014-10-13,21.5,19.4,24.4,0,243,5.7,1014.9,0,neutral,0
2014-10-14,20.8,19.4,23.3,0,258,9.2,1014.5,0,neutral,0
2014-10-15,21.5,18.9,23.9,0,258,8.1,1014.7,0,neutral,0
2014-10-16,20.6,17.8,23.9,0,258,7.4,1014.7,0,neutral,0
2014-10-17,20.4,17.2,23.3,0,258,6.5,1014.1,0,neutral,0
2014-10-18,20.6,17.8,23.9,0,258,5.9,1012.3,0,neutral,0
2014-10-19,20.5,17.2,23.9,0,258,6.8,1011.6,0,neutral,0
2014-10-20,21,18.9,23.9,0,258,6.3,1012.4,0,neutral,0
2014-10-21,21.1,18.9,24.4,0,258,4.9,1011.9,0,neutral,0
2014-10-22,21.2,17.2,26.1,0,258,5.3,1012.8,0,neutral,0
2014-10-23,21.6,16.7,27.8,0,258,3.3,1014.1,0,neutral,0
2014-10-24,21.7,16.1,27.8,0,258,4.1,1014.5,0,neutral,0
2014-10-25,21,18.3,24.4,0,258,8.1,1016.2,0,neutral,0
2014-10-26,20.4,17.2,25,0,258,6.1,1014.1,0,neutral,0
2014-10-27,19.9,16.7,23.3,0,258,6.3,1012.6,0,neutral,0
2014-10-28,20.1,16.7,24.4,0,258,4.7,1015.3,0,neutral,0
2014-10-29,21.1,16.1,27.8,0,258,4.1,1015.7,0,neutral,0
2014-10-30,20,16.7,24.4,0,258,6.7,1014.8,0,neutral,0
2014-10-31,19.4,17.8,21.1,0,258,5.2,1014.8,0,neutral,0
2014-11-01,17,13.9,19.4,5.1,258,10.5,1013.1,0,neutral,0
2014-11-02,16.3,11.7,20,0,258,4.7,1016.7,0,neutral,0
2014-11-03,17.4,11.7,22.2,0,258,5.3,1019.6,0,neutral,0
2014-11-04,18.3,11.7,24.4,0,258,4.4,1020.4,0,neutral,0
2014-11-05,20.8,12.8,28.9,0,258,4.5,1018,0,neutral,0
2014-11-06,23.5,17.8,31.7,0,258,4.5,1019.2,0,neutral,0
2014-11-07,22.9,17.2,30.6,0,258,4,1017.2,0,neutral,0
2014-11-08,21.1,15,30,0,258,3.6,1015.7,0,neutral,0
2014-11-09,18.4,16.7,22.2,0,258,6,1012.7,0,neutral,0
2014-11-10,18.4,17.2,20.6,0,258,5.7,1011.2,0,neutral,0
2014-11-11,18.5,17.8,19.4,0,258,8.2,1013.3,0,neutral,0
2014-11-12,18,16.1,20,0,267,7.5,1015.1,0,neutral,0
2014-11-13,17.2,13.9,19.4,0.3,267,4.7,1017.1,0,neutral,0
2014-11-14,18.6,16.7,21.1,0.3,267,5.9,1015.8,0,neutral,0
2014-11-15,17.9,15,21.7,0,267,5.4,1017,0,neutral,0
2014-11-16,18,14.4,22.8,0,267,4.9,1019.7,0,neutral,0
2014-11-17,18.8,13.3,26.1,0,267,2.3,1019.8,0,neutral,0
2014-11-18,18.5,13.3,25.6,0,267,5,1019.8,0,neutral,0
2014-11-19,17.6,13.3,21.7,0,267,5.5,1019.6,0,neutral,0
2014-11-20,17.1,13.3,20.6,0,297,6.5,1017.7,0,neutral,0
2014-11-21,18,14.4,21.1,0,297,7.7,1014.8,0,neutral,0
2014-11-22,17.3,13.3,21.7,0,297,4.6,1017.8,0,neutral,0
2014-11-23,19,13.9,26.1,0,297,4.3,1018.8,0,neutral,0
2014-11-24,19.1,13.9,27.2,0,297,2.5,1022.6,0,neutral,0
2014-11-25,18.9,12.8,26.7,0,297,4.8,1026.5,0,neutral,0
2014-11-26,19.1,12.2,28.3,0,297,3.3,1022,0,neutral,0
2014-11-27,21.2,15,31.7,0,297,2.5,1017.6,0,neutral,0
2014-11-28,18.4,12.2,26.7,0,297,2.2,1014,0,neutral,0
2014-11-29,16.9,11.7,22.2,0,106,7.8,1011.9,0,neutral,0
2014-11-30,17.3,16.1,19.4,5.6,107,8.5,1015.2,0,neutral,0
2014-12-01,18,15.6,21.1,0,107,1.9,1018.9,0,alert,0.7293
2014-12-02,16.2,15,18.3,28.4,107,10.5,1013.9,0,neutral,0
2014-12-03,17.8,15.6,19.4,5.3,107,7.1,1013.9,0,neutral,0
2014-12-04,18,15,21.1,0.3,107,5.4,1015.6,0,neutral,0
2014-12-05,17.5,15,20.6,0,107,2.2,1019.1,0,neutral,0
2014-12-06,17.7,13.9,21.1,0,107,4.5,1021.6,0,neutral,0
2014-12-07,18.1,13.9,23.3,0,107,2.4,1020.5,0,neutral,0
2014-12-08,18.7,14.4,25,0,107,3.3,1018.1,0,neutral,0
2014-12-09,17.8,12.8,23.9,0,107,3.5,1017.3,0,neutral,0
2014-12-10,17,13.3,22.2,0,107,3,1015.3,0,neutral,0
2014-12-11,17.9,16.7,19.4,0,109,13.2,1013.7,0,neutral,0
2014-12-12,16,13.3,18.3,37.8,242,16.3,1014,0,neutral,0
2014-12-13,14.5,10,18.3,0.3,242,4.9,1019.3,0,neutral,0
2014-12-14,14.2,10.6,18.3,0,242,2.9,1019.1,0,neutral,0
2014-12-15,14.6,10.6,18.3,0,242,3.4,1016.8,0,neutral,0
2014-12-16,14.4,12.8,16.7,18.5,70,6.7,1015.7,0,neutral,0
2014-12-17,14.7,12.2,17.8,4.6,70,4.8,1017.2,0,neutral,0
2014-12-18,13.9,10.6,17.2,0,70,2.7,1021.5,0,neutral,0
2014-12-19,14.7,11.1,18.9,0,70,3.9,1022.5,0,neutral,0
2014-12-20,14.7,11.1,17.8,0,70,3,1021.1,0,neutral,0
2014-12-21,15.5,12.2,18.9,0,70,3.1,1019.2,0,neutral,0
2014-12-22,15.8,11.7,21.7,0,70,2.6,1016.2,0,neutral,0
2014-12-23,18.5,11.7,28.3,0,70,1.9,1017,0,neutral,0
