date,temp_avg,temp_min,temp_max,precipitation,wdir,wind_speed,pressure,fire_occurred
2014-01-01,13.1,7.8,18.3,0.3,292.0,2.3,1019.0,0
2014-01-02,15.7,9.4,25.0,0.0,292.0,1.9,1017.4,0
2014-01-03,12.8,8.3,18.3,0.0,292.0,2.7,1015.3,0
2014-01-04,14.1,10.0,20.6,0.0,292.0,2.5,1015.2,0
2014-01-05,15.3,8.3,25.0,0.3,292.0,1.3,1019.0,0
2014-01-06,16.7,11.1,24.4,0.0,292.0,1.6,1020.8,0
2014-01-07,14.7,10.0,20.0,0.0,292.0,1.2,1018.9,0
2014-01-08,13.4,10.6,17.8,0.0,292.0,2.8,1018.2,0
2014-01-09,13.4,10.6,16.0,0.0,292.0,3.6,1017.6,0
2014-01-10,13.7,8.9,18.9,0.3,292.0,2.6,1018.4,0
2014-01-11,14.1,8.9,20.0,0.0,292.0,3.7,1019.3,0
2014-01-12,14.9,10.6,20.6,0.3,292.0,2.8,1018.8,0
2014-01-13,17.3,8.9,27.2,0.0,292.0,0.7,1024.0,0
2014-01-14,17.5,10.0,26.1,0.0,292.0,3.5,1024.2,0
2014-01-15,18.3,10.0,28.3,0.0,292.0,1.7,1021.5,0
2014-01-16,17.7,10.6,28.9,0.0,292.0,1.8,1018.7,1
2014-01-17,18.7,11.1,29.4,0.0,292.0,3.1,1018.2,0
2014-01-18,17.1,10.0,27.8,0.0,292.0,1.9,1017.4,0
2014-01-19,15.2,8.9,24.4,0.0,292.0,1.9,1018.3,0
2014-01-20,14.8,8.3,25.0,0.0,292.0,2.7,1019.9,0
2014-01-21,16.6,10.6,23.9,0.0,292.0,2.0,1019.5,0
2014-01-22,16.2,13.3,22.2,0.0,292.0,4.0,1014.8,0
2014-01-23,14.9,10.6,20.6,0.0,292.0,3.9,1014.7,0
2014-01-24,16.6,13.3,21.7,0.0,292.0,2.3,1021.5,0
2014-01-25,17.4,14.4,23.3,0.0,292.0,3.6,1021.3,0
2014-01-26,14.9,11.7,18.9,0.0,292.0,4.0,1019.0,0
2014-01-27,15.2,11.7,18.9,0.0,292.0,5.4,1017.9,0
2014-01-28,14.0,10.0,18.3,0.0,292.0,3.3,1018.7,0
2014-01-29,13.9,11.7,17.8,0.3,292.0,3.5,1016.7,0
2014-01-30,15.0,13.9,16.1,0.3,292.0,7.8,1013.4,0
2014-01-31,14.8,13.3,16.7,0.0,292.0,10.8,1013.6,0
2014-02-01,14.3,11.1,19.4,0.0,335.0,7.2,1016.2,0
2014-02-02,11.7,8.3,16.1,2.6,335.0,7.6,1017.1,0
2014-02-03,12.4,8.9,15.6,0.3,335.0,8.9,1013.8,0
2014-02-04,12.5,8.9,16.1,0.0,16.0,4.4,1017.0,0
2014-02-05,13.3,10.0,16.1,0.0,16.0,5.1,1018.4,0
2014-02-06,12.9,11.7,15.0,3.6,16.0,6.1,1016.9,0
2014-02-07,13.3,10.0,16.1,0.3,16.0,4.8,1020.5,0
2014-02-08,14.4,12.2,17.2,0.0,16.0,6.3,1023.7,0
2014-02-09,15.3,13.9,18.3,0.0,16.0,5.0,1021.7,0
2014-02-10,15.6,12.8,19.4,0.0,16.0,5.7,1018.8,0
2014-02-11,14.5,11.7,19.4,0.0,16.0,3.2,1018.0,0
2014-02-12,16.9,11.1,25.0,0.3,16.0,3.5,1018.8,0
2014-02-13,16.5,11.7,23.3,0.0,16.0,3.8,1016.9,0
2014-02-14,16.4,10.6,23.3,0.0,16.0,3.2,1016.2,0
2014-02-15,16.3,11.1,23.9,0.0,16.0,3.1,1015.4,0
2014-02-16,16.1,13.0,21.7,0.0,16.0,3.8,1016.4,0
2014-02-17,14.2,11.1,17.8,0.3,16.0,5.3,1017.3,0
2014-02-18,14.8,12.8,17.8,0.0,16.0,6.9,1016.9,0
2014-02-19,14.6,12.2,17.2,0.0,16.0,7.0,1014.7,0
2014-02-20,17.6,11.1,26.7,0.0,16.0,3.9,1015.1,0
2014-02-21,17.8,14.4,24.4,0.0,16.0,4.2,1013.8,0
2014-02-22,15.4,11.1,22.2,0.0,16.0,3.9,1012.7,0
2014-02-23,14.4,9.4,20.6,0.0,16.0,4.4,1014.5,0
2014-02-24,15.4,12.2,19.4,0.0,16.0,4.9,1015.3,0
2014-02-25,15.9,13.0,19.4,0.0,16.0,5.9,1016.4,0
2014-02-26,16.2,14.4,18.3,0.0,16.0,6.4,1017.4,0
2014-02-27,16.8,13.3,20.6,16.7,16.0,7.9,1014.0,0
2014-02-28,15.3,13.9,17.2,36.7,161.0,14.9,1006.2,0
2014-03-01,13.7,12.2,16.7,8.9,132.0,9.3,1010.2,0
2014-03-02,14.1,12.2,17.8,0.6,132.0,5.0,1019.2,0
2014-03-03,14.8,11.7,18.9,0.3,132.0,6.7,1018.9,0
2014-03-04,15.8,13.3,19.4,0.0,132.0,6.3,1016.7,0
2014-03-05,16.1,13.3,19.4,0.0,132.0,6.4,1017.5,0
2014-03-06,17.1,14.4,20.0,0.0,132.0,6.4,1016.6,0
2014-03-07,17.0,13.9,21.1,0.0,132.0,5.1,1014.5,0
2014-03-08,18.8,11.7,25.6,0.0,132.0,5.0,1017.5,0
2014-03-09,22.2,15.6,29.4,0.0,132.0,7.0,1019.4,0
2014-03-10,18.8,14.4,25.0,0.0,132.0,5.3,1016.9,0
2014-03-11,17.8,13.9,25.0,0.0,132.0,2.3,1014.7,0
2014-03-12,17.7,12.8,26.1,0.0,132.0,5.6,1015.0,0
2014-03-13,16.8,15.0,19.4,0.0,132.0,6.8,1014.6,0
2014-03-14,15.9,12.2,20.0,0.0,132.0,4.0,1018.0,0
2014-03-15,18.1,13.3,23.9,0.0,132.0,4.3,1021.1,0
2014-03-16,20.9,13.3,31.1,0.0,132.0,5.6,1021.3,0
2014-03-17,17.6,13.9,21.7,0.0,132.0,9.7,1012.9,0
2014-03-18,17.4,14.4,22.2,0.0,132.0,8.3,1010.7,0
2014-03-19,17.2,13.3,22.8,0.0,132.0,5.5,1016.0,0
2014-03-20,16.2,13.9,20.0,0.0,132.0,7.0,1015.8,0
2014-03-21,15.9,13.9,18.3,0.0,132.0,5.9,1015.3,0
2014-03-22,15.6,14.4,17.8,0.0,132.0,7.5,1017.7,0
2014-03-23,15.0,11.7,18.3,0.0,132.0,6.1,1019.0,0
2014-03-24,15.6,14.4,17.8,0.0,132.0,6.1,1018.4,0
2014-03-25,15.6,14.4,17.2,0.0,267.0,7.9,1015.2,0
2014-03-26,15.6,13.9,18.3,0.5,264.0,20.1,1013.8,0
2014-03-27,15.4,11.7,18.3,0.0,264.0,10.4,1016.7,0
2014-03-28,15.9,12.8,19.4,0.0,264.0,7.8,1020.1,0
2014-03-29,16.4,12.8,21.7,0.0,264.0,8.8,1017.9,0
2014-03-30,16.5,13.3,20.0,0.0,276.0,15.0,1016.1,0
2014-03-31,14.4,11.7,17.8,0.0,233.0,11.9,1016.5,0
2014-04-01,14.1,11.7,16.7,0.8,266.0,17.3,1015.3,0
2014-04-02,13.2,10.0,16.7,3.1,266.0,15.1,1015.9,0
2014-04-03,13.9,10.0,18.3,0.0,266.0,7.1,1019.0,0
2014-04-04,14.3,11.7,17.2,0.0,266.0,8.7,1016.0,0
2014-04-05,15.4,12.2,18.9,0.0,139.0,8.8,1015.2,0
2014-04-06,17.7,12.2,22.2,0.0,139.0,6.9,1017.7,0
2014-04-07,20.2,13.9,25.6,0.0,139.0,6.3,1018.0,0
2014-04-08,20.9,14.4,29.4,0.0,139.0,5.4,1017.7,0
2014-04-09,18.8,13.9,27.8,0.0,139.0,5.9,1015.7,0
2014-04-10,15.1,11.1,21.7,0.0,139.0,6.3,1014.5,0
2014-04-11,16.4,13.3,21.7,0.0,139.0,9.1,1012.7,0
2014-04-12,15.3,13.9,17.2,0.0,247.0,9.4,1013.4,0
2014-04-13,15.3,13.9,17.8,0.0,259.0,8.6,1015.6,0
2014-04-14,16.9,12.8,21.7,0.0,259.0,7.0,1016.8,0
2014-04-15,15.4,13.0,18.3,0.0,259.0,9.1,1013.6,0
2014-04-16,16.4,14.4,19.4,0.0,259.0,9.0,1010.7,0
2014-04-17,17.0,15.0,20.0,0.0,157.0,9.7,1011.8,0
2014-04-18,17.9,16.1,21.1,0.0,157.0,9.3,1012.5,0
2014-04-19,17.0,13.9,20.0,0.0,157.0,8.9,1015.3,0
2014-04-20,17.6,15.0,20.6,0.0,157.0,6.3,1017.2,0
2014-04-21,17.0,14.4,21.1,0.0,157.0,7.6,1016.4,0
2014-04-22,16.9,15.0,20.0,0.0,157.0,10.8,1014.1,0
2014-04-23,17.2,13.9,21.1,0.0,254.0,7.8,1013.8,0
2014-04-24,18.1,13.9,23.3,0.0,254.0,7.2,1013.9,0
2014-04-25,17.0,13.9,20.0,2.6,150.0,11.9,1012.0,0
2014-04-26,15.1,12.2,18.9,0.5,272.0,19.9,1011.7,0
2014-04-27,15.8,12.2,18.9,0.0,263.0,9.2,1015.5,0
2014-04-28,17.8,13.9,22.2,0.0,175.0,7.8,1014.8,0
2014-04-29,24.2,15.0,31.7,0.0,175.0,6.4,1015.8,0
2014-04-30,24.9,17.2,31.7,0.0,175.0,6.9,1015.2,0
2014-05-01,24.4,17.8,31.7,0.0,175.0,8.0,1015.5,0
2014-05-02,24.6,18.3,33.9,0.0,229.0,6.2,1013.9,0
2014-05-03,22.2,17.8,28.3,0.0,229.0,7.9,1012.5,0
2014-05-04,18.6,15.0,23.9,0.0,229.0,8.3,1013.9,0
2014-05-05,17.3,15.0,20.6,0.0,229.0,12.2,1014.8,0
2014-05-06,16.2,13.3,19.4,0.0,267.0,17.4,1011.0,0
2014-05-07,16.0,13.9,18.9,0.0,203.0,10.5,1013.8,0
2014-05-08,16.6,13.9,19.4,0.0,203.0,9.9,1017.0,0
2014-05-09,17.1,13.9,20.0,0.0,203.0,6.3,1016.9,0
2014-05-10,17.8,15.6,20.6,0.0,203.0,6.9,1012.4,0
2014-05-11,21.0,16.1,27.2,0.0,306.0,12.8,1012.0,0
2014-05-12,23.5,15.6,31.7,0.0,306.0,6.8,1015.0,0
2014-05-13,26.2,18.9,33.3,0.0,306.0,8.6,1016.8,0
2014-05-14,27.4,18.9,36.1,0.0,306.0,7.4,1015.9,0
2014-05-15,28.6,21.1,36.7,0.0,306.0,7.0,1014.9,0
2014-05-16,24.9,20.0,31.1,0.0,306.0,7.3,1013.6,0
2014-05-17,20.7,17.8,25.6,0.0,306.0,7.3,1011.8,0
2014-05-18,19.4,17.2,21.7,0.0,306.0,8.1,1011.4,0
2014-05-19,19.0,16.7,22.2,0.0,306.0,12.4,1013.0,0
2014-05-20,17.3,15.6,20.0,0.0,264.0,16.1,1014.7,0
2014-05-21,17.5,15.0,20.6,0.0,215.0,11.3,1014.6,0
2014-05-22,17.5,15.6,20.0,0.0,215.0,7.2,1014.9,0
2014-05-23,18.0,16.7,20.6,0.0,257.0,11.8,1016.0,0
2014-05-24,18.1,16.7,20.0,0.0,257.0,5.1,1015.5,0
2014-05-25,19.1,17.8,22.2,0.0,258.0,9.7,1013.8,0
2014-05-26,20.0,17.2,23.3,0.0,258.0,8.0,1014.0,0
2014-05-27,20.0,17.8,23.3,0.0,258.0,9.3,1014.3,0
2014-05-28,20.3,18.3,23.3,0.0,258.0,6.9,1012.0,0
2014-05-29,20.1,17.8,23.9,0.0,207.0,11.4,1012.2,0
2014-05-30,20.0,16.7,24.4,0.0,207.0,8.2,1011.5,0
2014-05-31,20.0,16.7,23.9,0.0,207.0,7.9,1011.9,0
2014-06-01,19.3,16.1,22.8,0.0,207.0,7.8,1011.3,0
2014-06-02,18.1,15.6,21.1,0.0,250.0,11.5,1011.6,0
2014-06-03,19.1,15.0,23.3,0.0,250.0,8.1,1011.5,0
2014-06-04,18.9,15.6,22.2,0.0,250.0,9.4,1010.5,0
2014-06-05,18.8,16.1,22.2,0.0,249.0,9.8,1010.2,0
2014-06-06,18.1,16.1,21.1,0.0,252.0,11.0,1010.2,0
2014-06-07,18.1,16.1,21.7,0.0,265.0,8.3,1009.8,0
2014-06-08,18.8,16.7,22.2,0.0,265.0,8.1,1009.2,0
2014-06-09,18.0,15.6,22.2,0.0,265.0,6.7,1009.0,0
2014-06-10,19.2,17.8,21.7,0.0,238.0,8.1,1009.9,0
2014-06-11,19.5,17.8,22.2,0.0,255.0,11.2,1012.3,0
2014-06-12,19.1,17.2,21.7,0.0,265.0,11.0,1013.8,0
2014-06-13,18.8,16.7,21.1,0.0,265.0,10.0,1013.4,0
2014-06-14,19.0,16.7,22.2,0.0,240.0,10.3,1011.5,0
2014-06-15,19.3,16.7,22.8,0.0,227.0,8.1,1011.0,0
2014-06-16,19.1,17.2,22.2,0.0,227.0,9.8,1012.3,0
2014-06-17,19.0,16.7,23.3,0.0,227.0,9.4,1012.9,0
2014-06-18,19.3,16.1,23.3,0.0,227.0,8.2,1013.2,0
2014-06-19,19.7,16.7,23.3,0.0,262.0,9.5,1013.5,0
2014-06-20,20.7,17.2,24.4,0.0,262.0,6.8,1012.5,0
2014-06-21,21.1,18.3,26.1,0.0,262.0,7.1,1011.4,0
2014-06-22,20.6,18.3,23.3,0.0,215.0,10.4,1012.4,0
2014-06-23,20.8,18.3,24.4,0.0,215.0,8.8,1013.0,0
2014-06-24,20.5,18.3,23.9,0.0,215.0,8.7,1013.4,0
2014-06-25,20.6,18.3,23.3,0.0,215.0,7.0,1012.1,0
2014-06-26,21.1,19.4,25.0,0.0,215.0,7.6,1011.9,0
2014-06-27,22.1,19.4,25.6,0.0,215.0,9.1,1010.8,0
2014-06-28,21.6,19.4,25.6,0.0,215.0,8.2,1010.6,0
2014-06-29,21.6,19.4,25.0,0.0,215.0,9.0,1011.3,0
2014-06-30,21.1,18.9,24.4,0.0,212.0,9.6,1011.7,0
2014-07-01,20.8,18.9,23.9,0.0,266.0,9.7,1010.9,0
2014-07-02,20.9,18.3,23.9,0.0,266.0,9.4,1011.6,0
2014-07-03,21.6,18.9,26.1,0.0,266.0,9.2,1012.3,0
2014-07-04,22.4,19.4,27.8,0.0,266.0,6.1,1014.4,0
2014-07-05,23.9,21.1,27.8,0.0,266.0,8.3,1016.3,0
2014-07-06,23.5,20.6,27.8,0.0,263.0,9.6,1014.9,0
2014-07-07,22.8,20.0,27.2,0.0,263.0,9.3,1012.4,0
2014-07-08,22.2,20.0,25.6,0.0,263.0,9.0,1013.1,0
2014-07-09,22.0,20.0,25.0,0.0,263.0,9.7,1013.8,0
2014-07-10,21.8,19.4,25.0,0.0,259.0,10.5,1013.8,0
2014-07-11,21.2,19.4,23.9,0.0,247.0,11.9,1015.1,0
2014-07-12,21.6,19.4,24.4,0.0,247.0,9.1,1014.8,0
2014-07-13,22.4,19.4,25.0,0.0,247.0,8.6,1012.5,0
2014-07-14,22.1,20.6,24.4,0.0,247.0,6.9,1014.3,0
2014-07-15,22.0,20.6,24.4,0.0,247.0,9.4,1016.3,0
2014-07-16,21.6,19.4,24.4,0.0,274.0,9.9,1016.4,0
2014-07-17,21.6,19.4,24.4,0.0,264.0,12.2,1016.2,0
2014-07-18,20.9,18.9,23.9,0.0,251.0,11.9,1015.4,0
2014-07-19,20.6,19.4,22.8,0.0,261.0,7.7,1014.4,0
2014-07-20,21.5,19.4,25.0,0.0,261.0,7.9,1015.1,0
2014-07-21,21.5,18.9,24.4,0.0,245.0,13.3,1016.5,0
2014-07-22,22.4,18.9,26.7,0.0,245.0,9.9,1016.5,0
2014-07-23,23.2,18.9,27.8,0.0,245.0,9.7,1014.3,0
2014-07-24,24.0,19.4,30.0,0.0,245.0,8.2,1009.9,0
2014-07-25,23.6,21.7,28.9,0.0,202.0,7.8,1011.8,0
2014-07-26,21.8,18.9,25.6,0.0,256.0,9.3,1014.0,0
2014-07-27,22.1,19.4,26.1,0.0,268.0,8.8,1014.9,0
2014-07-28,23.5,20.6,30.0,0.0,259.0,10.2,1016.7,0
2014-07-29,22.8,19.4,27.8,0.0,259.0,8.3,1015.7,0
2014-07-30,23.2,20.6,27.8,0.0,259.0,6.2,1013.7,0
2014-07-31,22.4,20.0,26.7,0.0,259.0,9.8,1012.6,0
2014-08-01,22.1,19.4,25.6,0.0,259.0,8.9,1012.5,0
2014-08-02,22.4,18.9,27.8,0.3,259.0,7.2,1013.0,0
2014-08-03,23.1,21.7,26.1,0.5,259.0,7.6,1012.7,0
2014-08-04,22.7,19.4,26.7,0.0,259.0,9.2,1014.6,0
2014-08-05,20.4,17.8,23.9,0.0,254.0,10.7,1016.1,0
2014-08-06,20.1,17.8,22.8,0.0,249.0,11.9,1016.5,0
2014-08-07,21.0,18.9,24.4,0.0,249.0,9.2,1014.5,0
2014-08-08,21.4,19.4,24.4,0.0,249.0,8.4,1013.3,0
2014-08-09,21.7,19.4,25.0,0.0,249.0,8.2,1014.1,0
2014-08-10,22.3,19.4,26.1,0.0,249.0,8.4,1014.3,0
2014-08-11,21.5,18.9,25.6,0.0,259.0,10.3,1013.8,0
2014-08-12,21.8,19.4,25.0,0.0,260.0,10.2,1014.1,0
2014-08-13,21.4,20.0,24.4,0.0,261.0,9.4,1014.4,0
2014-08-14,21.6,19.4,25.6,0.0,261.0,7.6,1014.0,0
2014-08-15,21.7,17.8,26.7,0.0,267.0,9.4,1014.4,0
2014-08-16,22.9,19.4,27.2,0.0,267.0,10.0,1014.8,0
2014-08-17,22.9,20.0,27.2,0.0,235.0,8.6,1013.1,0
2014-08-18,22.2,19.4,26.7,0.0,235.0,7.3,1010.5,0
2014-08-19,22.2,20.6,25.6,0.0,177.0,10.4,1011.4,0
2014-08-20,22.4,20.6,25.6,0.0,177.0,10.4,1012.6,0
2014-08-21,21.7,19.4,24.4,0.0,263.0,10.6,1013.5,0
2014-08-22,21.9,20.0,25.0,0.0,266.0,8.1,1014.0,0
2014-08-23,22.0,20.0,25.6,0.0,266.0,8.4,1013.3,0
2014-08-24,21.7,19.4,25.0,0.0,266.0,8.3,1011.7,0
2014-08-25,20.9,19.4,23.3,0.0,251.0,8.7,1012.5,0
2014-08-26,22.0,18.9,26.1,0.0,251.0,8.6,1014.4,0
2014-08-27,24.4,20.0,30.0,0.0,251.0,7.4,1015.9,0
2014-08-28,25.4,21.1,30.0,0.0,251.0,9.1,1014.1,0
2014-08-29,22.6,20.0,27.2,0.0,251.0,8.2,1010.9,0
2014-08-30,23.0,19.4,27.2,0.0,251.0,5.8,1009.0,0
2014-08-31,23.8,21.1,27.8,0.0,251.0,8.1,1009.0,0
2014-09-01,23.7,21.7,27.2,0.0,251.0,7.8,1009.3,0
2014-09-02,22.9,20.6,26.1,0.0,257.0,8.6,1009.7,0
2014-09-03,22.6,20.6,25.0,0.0,257.0,9.3,1008.1,0
2014-09-04,22.0,20.6,25.0,0.0,266.0,8.8,1007.9,0
2014-09-05,22.0,20.0,25.0,0.0,266.0,10.7,1010.7,0
2014-09-06,22.8,19.4,26.7,0.0,266.0,7.3,1011.3,0
2014-09-07,24.4,20.6,30.0,0.0,266.0,8.6,1008.8,0
2014-09-08,25.0,22.8,30.0,0.3,266.0,6.8,1010.4,0
2014-09-09,24.3,21.1,30.0,0.0,266.0,8.3,1012.1,0
2014-09-10,23.2,19.4,27.8,0.0,266.0,7.4,1011.5,0
2014-09-11,24.4,21.1,28.9,0.0,266.0,7.5,1010.3,0
2014-09-12,24.1,21.1,28.9,0.0,266.0,9.3,1009.1,0
2014-09-13,24.6,21.1,30.6,0.0,266.0,7.3,1007.3,0
2014-09-14,26.1,22.2,32.8,0.0,266.0,6.0,1006.5,0
2014-09-15,27.3,23.3,32.2,0.0,266.0,8.1,1007.9,0
2014-09-16,27.9,24.4,34.4,0.0,266.0,8.3,1007.0,0
2014-09-17,26.6,22.2,31.7,0.0,266.0,11.0,1006.7,0
2014-09-18,22.2,19.4,25.6,0.0,266.0,12.4,1010.1,0
2014-09-19,22.3,20.0,26.1,0.0,259.0,9.3,1011.4,0
2014-09-20,21.9,20.0,25.0,0.0,259.0,6.2,1012.9,0
2014-09-21,21.6,19.4,25.0,0.0,259.0,7.8,1014.1,0
2014-09-22,21.3,18.3,24.4,0.0,259.0,7.0,1014.1,0
2014-09-23,21.6,18.3,25.6,0.0,259.0,7.4,1013.6,0
2014-09-24,22.6,18.3,28.3,0.0,259.0,7.0,1012.1,0
2014-09-25,23.2,20.6,27.8,0.0,259.0,9.3,1012.0,0
2014-09-26,21.9,19.4,25.0,0.0,259.0,8.5,1011.3,0
2014-09-27,20.7,18.3,23.3,0.0,259.0,9.4,1010.9,0
2014-09-28,20.7,18.3,24.4,0.0,179.0,8.6,1012.1,0
2014-09-29,20.7,17.2,24.4,0.0,179.0,7.3,1012.5,0
2014-09-30,22.1,18.3,27.2,0.0,179.0,7.0,1009.8,0
2014-10-01,21.4,18.9,25.6,0.0,179.0,7.1,1009.1,0
2014-10-02,25.9,18.3,37.2,0.0,179.0,4.7,1012.9,0
2014-10-03,26.7,20.0,36.7,0.0,179.0,6.8,1014.8,0
2014-10-04,26.2,18.9,34.4,0.0,179.0,4.5,1012.5,0
2014-10-05,24.4,18.9,32.2,0.0,179.0,6.1,1011.9,0
2014-10-06,23.4,19.4,30.6,0.0,179.0,5.3,1011.6,0
2014-10-07,23.4,18.9,32.2,0.0,179.0,4.6,1011.2,0
2014-10-08,22.0,18.9,26.1,0.0,179.0,6.3,1010.4,0
2014-10-09,21.9,20.0,25.0,0.0,243.0,8.5,1013.0,0
2014-10-10,21.6,20.0,23.9,0.0,243.0,7.0,1014.3,0
2014-10-11,21.5,19.4,25.0,0.0,243.0,5.9,1013.7,0
2014-10-12,21.6,20.6,25.6,0.0,243.0,6.4,1012.2,0
2014-10-13,21.5,19.4,24.4,0.0,243.0,5.7,1014.9,0
2014-10-14,20.8,19.4,23.3,0.0,258.0,9.2,1014.5,0
2014-10-15,21.5,18.9,23.9,0.0,258.0,8.1,1014.7,0
2014-10-16,20.6,17.8,23.9,0.0,258.0,7.4,1014.7,0
2014-10-17,20.4,17.2,23.3,0.0,258.0,6.5,1014.1,0
2014-10-18,20.6,17.8,23.9,0.0,258.0,5.9,1012.3,0
2014-10-19,20.5,17.2,23.9,0.0,258.0,6.8,1011.6,0
2014-10-20,21.0,18.9,23.9,0.0,258.0,6.3,1012.4,0
2014-10-21,21.1,18.9,24.4,0.0,258.0,4.9,1011.9,0
2014-10-22,21.2,17.2,26.1,0.0,258.0,5.3,1012.8,0
2014-10-23,21.6,16.7,27.8,0.0,258.0,3.3,1014.1,0
2014-10-24,21.7,16.1,27.8,0.0,258.0,4.1,1014.5,0
2014-10-25,21.0,18.3,24.4,0.0,258.0,8.1,1016.2,0
2014-10-26,20.4,17.2,25.0,0.0,258.0,6.1,1014.1,0
2014-10-27,19.9,16.7,23.3,0.0,258.0,6.3,1012.6,0
2014-10-28,20.1,16.7,24.4,0.0,258.0,4.7,1015.3,0
2014-10-29,21.1,16.1,27.8,0.0,258.0,4.1,1015.7,0
2014-10-30,20.0,16.7,24.4,0.0,258.0,6.7,1014.8,0
2014-10-31,19.4,17.8,21.1,0.0,258.0,5.2,1014.8,0
2014-11-01,17.0,13.9,19.4,5.1,258.0,10.5,1013.1,0
2014-11-02,16.3,11.7,20.0,0.0,258.0,4.7,1016.7,0
2014-11-03,17.4,11.7,22.2,0.0,258.0,5.3,1019.6,0
2014-11-04,18.3,11.7,24.4,0.0,258.0,4.4,1020.4,0
2014-11-05,20.8,12.8,28.9,0.0,258.0,4.5,1018.0,0
2014-11-06,23.5,17.8,31.7,0.0,258.0,4.5,1019.2,0
2014-11-07,22.9,17.2,30.6,0.0,258.0,4.0,1017.2,0
2014-11-08,21.1,15.0,30.0,0.0,258.0,3.6,1015.7,0
2014-11-09,18.4,16.7,22.2,0.0,258.0,6.0,1012.7,0
2014-11-10,18.4,17.2,20.6,0.0,258.0,5.7,1011.2,0
2014-11-11,18.5,17.8,19.4,0.0,258.0,8.2,1013.3,0
2014-11-12,18.0,16.1,20.0,0.0,267.0,7.5,1015.1,0
2014-11-13,17.2,13.9,19.4,0.3,267.0,4.7,1017.1,0
2014-11-14,18.6,16.7,21.1,0.3,267.0,5.9,1015.8,0
2014-11-15,17.9,15.0,21.7,0.0,267.0,5.4,1017.0,0
2014-11-16,18.0,14.4,22.8,0.0,267.0,4.9,1019.7,0
2014-11-17,18.8,13.3,26.1,0.0,267.0,2.3,1019.8,0
2014-11-18,18.5,13.3,25.6,0.0,267.0,5.0,1019.8,0
2014-11-19,17.6,13.3,21.7,0.0,267.0,5.5,1019.6,0
2014-11-20,17.1,13.3,20.6,0.0,297.0,6.5,1017.7,0
2014-11-21,18.0,14.4,21.1,0.0,297.0,7.7,1014.8,0
2014-11-22,17.3,13.3,21.7,0.0,297.0,4.6,1017.8,0
2014-11-23,19.0,13.9,26.1,0.0,297.0,4.3,1018.8,0
2014-11-24,19.1,13.9,27.2,0.0,297.0,2.5,1022.6,0
2014-11-25,18.9,12.8,26.7,0.0,297.0,4.8,1026.5,0
2014-11-26,19.1,12.2,28.3,0.0,297.0,3.3,1022.0,0
2014-11-27,21.2,15.0,31.7,0.0,297.0,2.5,1017.6,0
2014-11-28,18.4,12.2,26.7,0.0,297.0,2.2,1014.0,0
2014-11-29,16.9,11.7,22.2,0.0,106.0,7.8,1011.9,0
2014-11-30,17.3,16.1,19.4,5.6,107.0,8.5,1015.2,0
2014-12-01,18.0,15.6,21.1,0.0,107.0,1.9,1018.9,0
2014-12-02,16.2,15.0,18.3,28.4,107.0,10.5,1013.9,0
2014-12-03,17.8,15.6,19.4,5.3,107.0,7.1,1013.9,0
2014-12-04,18.0,15.0,21.1,0.3,107.0,5.4,1015.6,0
2014-12-05,17.5,15.0,20.6,0.0,107.0,2.2,1019.1,0
2014-12-06,17.7,13.9,21.1,0.0,107.0,4.5,1021.6,0
2014-12-07,18.1,13.9,23.3,0.0,107.0,2.4,1020.5,0
2014-12-08,18.7,14.4,25.0,0.0,107.0,3.3,1018.1,0
2014-12-09,17.8,12.8,23.9,0.0,107.0,3.5,1017.3,0
2014-12-10,17.0,13.3,22.2,0.0,107.0,3.0,1015.3,0
2014-12-11,17.9,16.7,19.4,0.0,109.0,13.2,1013.7,0
2014-12-12,16.0,13.3,18.3,37.8,242.0,16.3,1014.0,0
2014-12-13,14.5,10.0,18.3,0.3,242.0,4.9,1019.3,0
2014-12-14,14.2,10.6,18.3,0.0,242.0,2.9,1019.1,0
2014-12-15,14.6,10.6,18.3,0.0,242.0,3.4,1016.8,0
2014-12-16,14.4,12.8,16.7,18.5,70.0,6.7,1015.7,0
2014-12-17,14.7,12.2,17.8,4.6,70.0,4.8,1017.2,0
2014-12-18,13.9,10.6,17.2,0.0,70.0,2.7,1021.5,0
2014-12-19,14.7,11.1,18.9,0.0,70.0,3.9,1022.5,0
2014-12-20,14.7,11.1,17.8,0.0,70.0,3.0,1021.1,0
2014-12-21,15.5,12.2,18.9,0.0,70.0,3.1,1019.2,0
2014-12-22,15.8,11.7,21.7,0.0,70.0,2.6,1016.2,0
2014-12-23,18.5,11.7,28.3,0.0,70.0,1.9,1017.0,0
2014-12-24,18.6,15.0,23.9,0.0,70.0,5.2,1015.5,0
2014-12-25,15.3,11.7,18.9,0.0,346.0,12.9,1010.8,0
2014-12-26,12.3,6.7,17.2,0.0,346.0,3.6,1018.0,0
2014-12-27,11.3,5.6,16.1,0.0,346.0,3.4,1025.7,0
2014-12-28,11.7,6.7,16.7,0.0,346.0,2.5,1023.8,0
2014-12-29,12.1,7.8,17.2,0.0,346.0,3.6,1019.4,0
2014-12-30,11.2,9.4,15.0,7.9,346.0,6.6,1014.6,0
2014-12-31,10.4,7.2,15.0,0.0,346.0,4.9,1016.1,0
2015-01-01,9.6,4.4,14.4,0.0,346.0,3.5,1020.0,0
2015-01-02,10.4,5.6,15.0,0.0,346.0,3.3,1020.3,0
